# BPMIOC Sample RF Data
# Format: timestamp(s), ch0_amp, ch0_phase, ch1_amp, ch1_phase, ..., ch7_amp, ch7_phase
# Generated sample data for testing
#
1.500, 2.972, 70.6, 3.342, 86.8, 3.996, 90.7, 4.697, 73.9, 4.961, 48.9, 4.662, 16.1, 4.011, -16.1, 3.321, -51.5
1.600, 3.019, 74.6, 3.540, 86.3, 4.281, 89.3, 4.849, 70.2, 4.983, 49.0, 4.428, 14.2, 3.703, -22.2, 3.059, -53.2
1.700, 3.193, 83.8, 3.873, 89.5, 4.606, 88.5, 5.011, 68.3, 4.840, 41.4, 4.139, 14.3, 3.422, -23.8, 3.061, -53.2
1.800, 3.461, 86.0, 4.165, 92.2, 4.772, 86.5, 5.028, 71.1, 4.564, 39.9, 3.878, 3.2, 3.231, -27.1, 3.038, -61.4
1.900, 3.677, 79.4, 4.449, 90.6, 4.980, 79.4, 4.928, 58.8, 4.307, 35.3, 3.555, -5.5, 3.035, -39.7, 3.101, -60.9
2.000, 3.956, 80.7, 4.670, 91.9, 4.971, 80.7, 4.676, 63.4, 3.971, 23.2, 3.282, -11.0, 2.990, -39.2, 3.248, -70.6
2.100, 4.286, 87.2, 4.925, 89.9, 4.921, 74.9, 4.426, 55.9, 3.737, 25.5, 3.089, -9.3, 3.091, -43.6, 3.568, -72.0
2.200, 4.563, 91.9, 4.960, 93.0, 4.799, 73.6, 4.204, 45.7, 3.460, 20.9, 2.986, -14.3, 3.150, -47.5, 3.813, -76.6
2.300, 4.791, 89.8, 5.032, 82.2, 4.617, 73.0, 3.867, 47.2, 3.191, 11.8, 3.022, -24.5, 3.441, -51.8, 4.199, -82.7
2.400, 4.922, 91.5, 4.845, 81.4, 4.320, 67.9, 3.522, 40.5, 3.043, 0.9, 3.061, -33.6, 3.725, -62.4, 4.446, -79.0
2.500, 4.978, 93.9, 4.729, 78.9, 4.008, 68.4, 3.279, 30.2, 3.003, -0.2, 3.246, -36.1, 3.983, -63.8, 4.747, -82.7
2.600, 4.968, 89.4, 4.472, 78.7, 3.641, 59.1, 3.147, 33.9, 3.048, -1.7, 3.499, -41.3, 4.322, -62.8, 4.894, -80.9
2.700, 4.845, 86.8, 4.158, 82.8, 3.437, 59.0, 3.019, 21.6, 3.177, -10.3, 3.808, -47.5, 4.598, -75.7, 4.966, -89.1
2.800, 4.588, 88.2, 3.850, 70.4, 3.235, 55.3, 3.061, 17.6, 3.401, -21.7, 4.134, -54.1, 4.759, -71.3, 4.985, -89.3
2.900, 4.318, 87.3, 3.531, 70.4, 3.038, 50.0, 3.074, 10.4, 3.645, -24.5, 4.453, -52.6, 4.986, -79.6, 4.884, -90.6
3.000, 4.027, 80.6, 3.281, 70.5, 2.999, 44.8, 3.310, 10.9, 4.042, -23.3, 4.700, -59.1, 4.979, -76.2, 4.739, -90.7
3.100, 3.682, 85.6, 3.085, 62.8, 3.060, 34.9, 3.556, -1.9, 4.282, -32.0, 4.922, -66.7, 4.991, -85.1, 4.500, -88.3
3.200, 3.439, 79.8, 3.052, 58.2, 3.165, 31.2, 3.808, -2.4, 4.543, -37.5, 4.950, -63.0, 4.759, -85.1, 4.132, -85.5
3.300, 3.157, 79.1, 3.040, 54.2, 3.408, 29.1, 4.153, -7.9, 4.810, -40.4, 4.969, -65.9, 4.595, -88.7, 3.806, -85.9
3.400, 3.013, 76.5, 3.071, 55.8, 3.653, 22.5, 4.414, -13.6, 4.990, -45.8, 4.896, -74.5, 4.279, -89.5, 3.583, -84.9
3.500, 2.988, 74.4, 3.313, 50.4, 4.006, 10.8, 4.663, -20.0, 4.999, -54.2, 4.662, -75.8, 3.967, -92.1, 3.288, -84.2
3.600, 3.072, 70.1, 3.569, 40.8, 4.348, 11.8, 4.848, -23.7, 4.958, -61.0, 4.475, -81.6, 3.641, -88.7, 3.077, -87.2
3.700, 3.166, 69.4, 3.868, 35.3, 4.595, 5.9, 5.031, -31.0, 4.829, -56.7, 4.123, -83.1, 3.431, -88.7, 2.984, -79.8
3.800, 3.435, 61.3, 4.137, 33.0, 4.841, 1.2, 5.030, -32.9, 4.595, -69.1, 3.815, -83.5, 3.215, -85.9, 3.009, -81.9
3.900, 3.672, 54.5, 4.441, 25.5, 4.955, -10.5, 4.939, -44.6, 4.340, -72.7, 3.512, -90.8, 3.030, -90.7, 3.155, -84.1
4.000, 3.988, 55.9, 4.675, 18.1, 5.020, -12.9, 4.669, -44.1, 4.027, -69.3, 3.279, -92.1, 3.026, -85.6, 3.250, -75.8
4.100, 4.316, 47.6, 4.940, 11.6, 4.928, -19.6, 4.440, -50.8, 3.659, -80.5, 3.122, -88.8, 3.043, -91.7, 3.501, -75.2
4.200, 4.629, 45.9, 4.993, 6.3, 4.848, -23.3, 4.199, -59.5, 3.367, -75.7, 2.984, -86.3, 3.158, -88.4, 3.887, -67.8
4.300, 4.785, 42.6, 5.024, 4.5, 4.581, -28.1, 3.808, -64.3, 3.220, -78.7, 3.024, -87.4, 3.450, -87.8, 4.116, -68.4
4.400, 4.995, 29.8, 4.887, -2.9, 4.296, -31.6, 3.549, -65.3, 3.072, -85.9, 3.084, -85.9, 3.651, -85.8, 4.421, -64.0
4.500, 5.013, 28.3, 4.747, -6.3, 3.980, -45.5, 3.314, -67.3, 2.983, -82.1, 3.332, -87.4, 3.954, -80.1, 4.662, -58.5
4.600, 4.969, 17.7, 4.489, -17.1, 3.736, -46.9, 3.108, -75.0, 3.066, -89.6, 3.559, -86.4, 4.355, -74.4, 4.906, -53.0
4.700, 4.795, 17.4, 4.176, -21.5, 3.373, -51.4, 2.994, -70.6, 3.220, -91.3, 3.864, -84.7, 4.610, -76.7, 4.972, -50.4
4.800, 4.621, 13.5, 3.892, -25.7, 3.204, -55.5, 3.012, -80.2, 3.435, -92.9, 4.165, -89.6, 4.806, -73.7, 5.020, -46.1
4.900, 4.291, 1.1, 3.550, -29.9, 3.097, -55.9, 3.099, -78.0, 3.700, -88.6, 4.466, -81.8, 4.942, -67.7, 4.864, -42.2
5.000, 4.022, -2.8, 3.297, -35.9, 2.971, -62.9, 3.308, -83.4, 4.021, -87.4, 4.726, -86.3, 4.951, -68.3, 4.710, -36.1
5.100, 3.648, -4.8, 3.087, -44.0, 3.096, -70.5, 3.580, -89.3, 4.293, -85.0, 4.932, -78.2, 4.999, -63.0, 4.456, -27.1
5.200, 3.451, -10.4, 2.968, -48.6, 3.157, -73.7, 3.803, -87.9, 4.538, -86.5, 4.947, -77.9, 4.840, -58.8, 4.144, -19.8
5.300, 3.167, -15.2, 3.009, -52.1, 3.449, -76.3, 4.138, -90.9, 4.840, -85.9, 4.988, -72.3, 4.628, -50.2, 3.844, -20.2
5.400, 3.012, -21.7, 3.153, -50.9, 3.722, -82.2, 4.424, -90.8, 4.983, -84.1, 4.928, -75.5, 4.355, -48.3, 3.500, -15.5
5.500, 3.042, -27.7, 3.340, -60.3, 3.984, -77.1, 4.663, -93.2, 5.007, -89.8, 4.752, -63.5, 4.012, -36.2, 3.326, -4.5
5.600, 3.053, -30.4, 3.505, -58.9, 4.291, -79.4, 4.862, -88.4, 4.964, -82.7, 4.486, -68.5, 3.726, -32.1, 3.144, -3.4
5.700, 3.231, -35.0, 3.808, -64.0, 4.554, -87.7, 5.030, -92.4, 4.787, -82.5, 4.131, -56.6, 3.398, -29.5, 2.980, 3.5
5.800, 3.399, -45.6, 4.188, -73.1, 4.769, -85.9, 5.026, -92.0, 4.553, -76.9, 3.831, -56.0, 3.149, -27.9, 3.045, 9.9
5.900, 3.698, -43.5, 4.431, -76.0, 4.970, -85.7, 4.892, -88.8, 4.269, -78.2, 3.535, -47.0, 3.087, -23.6, 3.152, 18.2
6.000, 4.040, -50.3, 4.756, -76.5, 4.981, -85.2, 4.734, -82.6, 4.007, -71.2, 3.295, -50.3, 2.991, -15.6, 3.311, 25.8
6.100, 4.343, -52.9, 4.917, -84.0, 4.967, -91.8, 4.458, -88.2, 3.649, -65.0, 3.137, -37.4, 3.054, -6.3, 3.570, 26.0
6.200, 4.538, -64.1, 5.035, -78.7, 4.771, -92.3, 4.188, -87.1, 3.455, -67.2, 3.001, -38.6, 3.162, -1.9, 3.879, 32.5
6.300, 4.813, -64.5, 5.000, -82.0, 4.579, -93.4, 3.846, -82.0, 3.203, -58.4, 3.061, -35.1, 3.416, 5.1, 4.121, 32.6
6.400, 4.952, -67.9, 4.931, -84.7, 4.350, -87.4, 3.533, -80.8, 3.058, -59.6, 3.130, -23.5, 3.728, 9.1, 4.494, 41.2
6.500, 5.020, -72.6, 4.722, -91.4, 4.019, -92.2, 3.304, -73.4, 3.001, -56.7, 3.243, -25.4, 3.988, 15.8, 4.721, 50.9
6.600, 4.933, -75.6, 4.408, -86.2, 3.720, -88.7, 3.071, -74.8, 3.068, -49.6, 3.566, -14.9, 4.303, 20.6, 4.890, 48.2
6.700, 4.824, -82.5, 4.132, -85.9, 3.445, -87.5, 3.031, -71.7, 3.193, -46.3, 3.887, -5.9, 4.627, 21.0, 4.969, 58.6
6.800, 4.602, -82.9, 3.842, -85.4, 3.218, -88.4, 2.995, -61.8, 3.411, -37.8, 4.161, 0.1, 4.827, 31.1, 4.998, 58.9
6.900, 4.282, -80.1, 3.567, -89.2, 3.076, -83.6, 3.104, -59.5, 3.702, -29.1, 4.427, 1.4, 4.901, 36.1, 4.916, 66.0
7.000, 3.992, -88.2, 3.302, -92.8, 3.039, -80.8, 3.312, -59.7, 4.001, -25.2, 4.740, 4.0, 4.983, 40.2, 4.661, 69.0
7.100, 3.722, -84.7, 3.125, -93.0, 3.066, -81.3, 3.588, -56.1, 4.261, -20.6, 4.872, 7.9, 4.975, 41.5, 4.422, 68.6
7.200, 3.445, -85.7, 3.049, -85.9, 3.214, -73.7, 3.856, -51.9, 4.571, -12.2, 5.034, 15.1, 4.800, 50.9, 4.132, 77.6
7.300, 3.221, -85.0, 3.047, -87.0, 3.367, -73.1, 4.135, -43.7, 4.857, -10.3, 5.000, 21.1, 4.557, 58.2, 3.835, 73.4
7.400, 3.009, -86.8, 3.085, -81.8, 3.730, -68.5, 4.412, -42.3, 4.939, -5.0, 4.934, 27.3, 4.269, 56.5, 3.501, 84.8
7.500, 2.963, -85.9, 3.281, -81.1, 3.971, -61.9, 4.686, -32.3, 5.030, -0.7, 4.752, 39.3, 3.974, 67.4, 3.297, 86.7
7.600, 3.068, -91.6, 3.565, -84.8, 4.332, -61.5, 4.874, -27.9, 4.988, 8.6, 4.498, 39.5, 3.740, 67.6, 3.098, 86.5
7.700, 3.183, -91.3, 3.880, -81.7, 4.587, -58.7, 5.024, -20.6, 4.770, 9.7, 4.139, 48.3, 3.384, 74.8, 3.035, 86.1
7.800, 3.381, -89.2, 4.160, -75.8, 4.783, -51.7, 4.997, -17.0, 4.556, 17.2, 3.806, 51.3, 3.146, 69.8, 2.995, 93.0
7.900, 3.675, -90.3, 4.419, -73.5, 4.988, -45.5, 4.910, -12.7, 4.346, 17.6, 3.533, 55.2, 3.088, 73.5, 3.064, 90.1
8.000, 3.954, -89.5, 4.714, -70.5, 4.953, -44.3, 4.749, -10.0, 3.972, 23.3, 3.286, 61.4, 3.011, 78.0, 3.321, 89.4
8.100, 4.259, -84.2, 4.923, -60.9, 5.000, -35.6, 4.493, 2.2, 3.694, 30.7, 3.107, 67.0, 3.035, 78.2, 3.503, 94.2
8.200, 4.555, -80.0, 4.959, -63.6, 4.839, -28.9, 4.200, 4.6, 3.385, 37.0, 2.995, 70.0, 3.158, 80.9, 3.825, 86.6
8.300, 4.768, -77.4, 4.994, -60.5, 4.607, -25.6, 3.889, 7.1, 3.212, 47.9, 3.031, 71.1, 3.363, 89.0, 4.158, 91.6
8.400, 4.941, -78.5, 4.884, -49.6, 4.350, -15.7, 3.523, 17.1, 3.077, 44.4, 3.109, 78.2, 3.665, 86.1, 4.417, 92.3
8.500, 5.049, -70.8, 4.751, -45.2, 3.965, -15.0, 3.285, 19.9, 2.987, 54.2, 3.341, 80.7, 3.989, 84.1, 4.670, 85.6
8.600, 4.929, -68.6, 4.408, -40.0, 3.687, -5.2, 3.097, 24.0, 3.094, 56.4, 3.517, 81.7, 4.285, 88.0, 4.899, 83.5
8.700, 4.815, -65.4, 4.151, -34.8, 3.408, -3.9, 2.973, 35.1, 3.144, 62.7, 3.819, 81.2, 4.554, 88.9, 5.012, 83.6
8.800, 4.634, -63.6, 3.861, -27.4, 3.154, 3.5, 2.981, 38.0, 3.412, 69.8, 4.138, 86.8, 4.838, 94.0, 4.991, 80.5
8.900, 4.354, -52.6, 3.503, -27.4, 3.036, 10.5, 3.135, 41.1, 3.725, 64.4, 4.487, 81.0, 4.993, 85.5, 4.937, 78.5
9.000, 3.989, -51.6, 3.278, -25.6, 3.023, 9.7, 3.307, 44.3, 4.001, 72.7, 4.708, 85.5, 4.989, 84.3, 4.722, 80.3
9.100, 3.643, -50.7, 3.138, -11.4, 3.046, 15.3, 3.580, 49.9, 4.320, 72.9, 4.872, 89.0, 4.929, 85.5, 4.498, 70.5
9.200, 3.405, -40.3, 2.985, -8.1, 3.228, 24.0, 3.837, 55.1, 4.626, 83.3, 4.958, 92.5, 4.857, 90.0, 4.124, 70.4
9.300, 3.204, -33.5, 3.057, -8.2, 3.367, 33.4, 4.148, 62.2, 4.857, 78.9, 5.010, 92.7, 4.591, 86.3, 3.891, 66.4
9.400, 3.046, -30.9, 3.075, 5.0, 3.653, 36.6, 4.481, 59.6, 4.954, 88.4, 4.873, 85.3, 4.294, 82.7, 3.503, 67.4
9.500, 2.999, -27.4, 3.304, 2.7, 3.984, 36.2, 4.682, 71.8, 4.978, 90.3, 4.720, 88.0, 3.965, 81.2, 3.324, 54.9
9.600, 3.084, -17.7, 3.496, 17.4, 4.267, 43.7, 4.890, 68.3, 4.980, 85.6, 4.420, 85.5, 3.726, 80.0, 3.124, 57.6
9.700, 3.171, -19.3, 3.886, 14.9, 4.567, 52.5, 4.990, 71.1, 4.825, 84.9, 4.201, 86.4, 3.390, 77.0, 3.009, 45.7
9.800, 3.388, -16.3, 4.168, 27.3, 4.788, 56.5, 4.938, 74.0, 4.635, 85.9, 3.869, 90.0, 3.185, 70.1, 2.982, 42.2
9.900, 3.659, -4.2, 4.498, 34.1, 4.935, 59.1, 4.849, 81.1, 4.321, 85.1, 3.582, 84.3, 3.031, 65.9, 3.066, 35.6
